shipment_id,transit_hours,door_opens,mean_temp,max_temp,min_temp,temp_std_c,temp_recovery_rate,rh_mean,rh_std,rh_max,package_type,product_volume_l,fill_ratio,carrier_id,origin_zone,dest_zone,leg_count,sensor_gap_hours,vibration_index,feature_x1,feature_x2,feature_x3,silent_failure,max_temp_c,delay_minutes,high_spoilage_risk,failure_category,predicted_spoilage_risk
SHP004876,8.24,10,10.416,16.61,10.276,3.217,0.4749,0.697,0.1186,0.8409,1,10.22,0.8338,7,2,3,2,0.605,0.8665,0.9319,-0.2034,1,0,10.416,10.276,1,Refrigeration Failure,1
SHP004877,1.36,1,4.017,4.397,3.528,0.718,,0.4487,0.0376,0.5125,1,10.23,0.9779,6,4,4,1,3.015,2.0989,-2.3548,0.0971,1,0,4.017,3.528,0,Urban Traffic,0
SHP004878,3.84,17,4.141,8.231,3.716,1.629,0.6854,0.5062,0.0779,0.6747,1,8.97,0.7618,0,3,5,1,0.115,0.7956,-0.7449,-1.1527,0,1,4.141,3.716,0,Hub Dwell Delay,0
SHP004879,3.15,15,7.136,9.038,6.648,1.719,0.5201,0.5029,0.0679,0.6182,0,7.53,0.8015,9,1,0,1,0.377,0.1736,1.316,-0.9957,0,0,7.136,6.648,1,Urban Traffic,1
SHP004880,2.93,5,1.141,3.546,0.884,1.583,0.5466,0.4897,0.0703,0.6475,0,7.23,0.9777,7,3,4,2,0.204,2.0295,-0.0199,-0.7929,1,0,1.141,0.884,0,Hub Dwell Delay,0
SHP004881,1.79,5,2.554,2.739,1.563,0.739,0.4135,0.4359,0.0308,0.4611,1,10.79,0.702,2,1,5,1,0.761,1.4201,1.2489,-0.4265,0,0,2.554,1.563,0,Urban Traffic,0
SHP004882,1.35,4,4.371,5.683,4.139,0.824,0.4176,0.4403,0.0792,0.4779,1,12.73,0.6362,6,1,1,1,0.09,1.5789,1.3911,1.2873,0,0,4.371,4.139,0,Urban Traffic,0
SHP004883,3.26,7,2.262,3.37,2.233,1.188,0.7376,0.441,0.084,0.4965,2,16.38,0.9534,11,0,1,1,1.456,0.8792,0.2449,-0.3691,0,0,2.262,2.233,0,Urban Traffic,0
SHP004884,5.01,6,5.123,6.347,4.717,1.27,0.2643,0.5783,0.0444,0.5809,0,8.83,0.4456,3,2,1,2,0.241,2.067,-0.0622,0.0854,0,0,5.123,4.717,0,Refrigeration Failure,0
SHP004885,6.01,10,5.718,6.495,3.777,1.24,0.3092,0.5968,0.042,0.6821,0,12.63,0.5161,4,0,3,1,0.583,0.9213,-1.9275,0.9674,0,0,5.718,3.777,0,Hub Dwell Delay,0
SHP004886,1.86,6,3.397,3.926,2.8,0.819,0.4419,0.3745,0.0515,0.4524,1,10.66,0.95,1,3,4,1,0.298,2.8007,0.32,-1.0614,1,0,3.397,2.8,0,Urban Traffic,0
SHP004887,2.95,4,2.357,3.542,0.814,1.307,0.2379,0.4702,0.0436,0.5312,2,8.39,0.6896,9,1,5,3,1.699,3.8365,0.2193,1.2567,0,0,2.357,0.814,0,Urban Traffic,0
SHP004888,4.99,23,3.727,4.222,3.274,1.467,0.5375,0.8401,0.1741,0.9049,0,3.92,0.5308,4,3,2,1,0.489,0.5896,-0.1651,0.4097,0,0,3.727,3.274,0,Refrigeration Failure,0
SHP004889,14.41,12,7.097,8.31,4.82,2.369,0.4827,0.461,0.0935,0.6822,0,14.67,0.8158,8,1,2,2,1.14,1.7878,-1.3678,0.9355,0,1,7.097,4.82,1,Hub Dwell Delay,1
SHP004890,11.99,10,9.393,13.415,8.55,2.899,0.686,0.4866,0.1676,0.8794,0,12.89,0.7308,2,0,3,1,1.821,0.979,0.8784,-0.4456,0,1,9.393,8.55,1,Refrigeration Failure,1
SHP004891,2.32,4,1.406,2.455,1.027,1.003,0.5155,0.5089,0.0428,0.5679,0,11.08,0.6297,9,4,4,1,0.114,1.6493,-0.3062,0.2435,0,0,1.406,1.027,0,Refrigeration Failure,0
SHP004892,2.52,5,5.334,6.0,4.315,0.783,0.1293,0.4224,0.0401,0.6751,0,17.95,0.8213,3,0,1,1,1.988,1.1722,0.7322,-0.248,1,0,5.334,4.315,0,Refrigeration Failure,0
SHP004893,4.31,7,5.028,5.14,3.877,1.459,0.3436,0.5085,0.0809,0.6652,2,11.9,0.4751,1,0,4,3,1.224,2.239,1.9835,-1.4471,0,0,5.028,3.877,0,Refrigeration Failure,0
SHP004894,10.29,13,5.087,6.734,3.033,2.4,0.5468,0.4301,0.1349,0.6678,1,15.04,0.796,4,0,2,2,0.689,3.4415,0.7173,0.9793,0,1,5.087,3.033,1,Urban Traffic,1
SHP004895,0.75,3,3.893,4.824,2.978,0.438,0.594,0.4504,0.065,0.4622,0,13.09,0.6538,3,4,3,3,0.402,2.3093,-0.3445,-0.2355,1,0,3.893,2.978,0,Refrigeration Failure,0
SHP004896,2.17,1,3.732,4.962,2.715,0.411,0.6016,0.4364,0.0241,,0,16.51,0.6591,2,2,0,3,0.332,0.515,-0.6584,1.332,1,0,3.732,2.715,0,Refrigeration Failure,0
SHP004897,4.49,14,1.895,2.415,1.55,2.545,0.6086,0.4869,0.0861,0.5619,0,16.26,0.7108,3,5,1,3,0.577,2.4173,1.1211,0.6913,1,0,1.895,1.55,0,Hub Dwell Delay,0
SHP004898,2.8,4,1.553,1.903,0.734,0.899,0.4514,0.3874,0.0539,0.5021,1,12.27,0.8139,4,5,4,1,1.578,0.1372,0.4842,1.4058,0,0,1.553,0.734,0,None,0
SHP004899,3.37,5,5.221,6.348,4.9,1.067,0.5656,0.5913,0.029,0.7015,0,16.06,0.7107,1,4,3,1,0.423,2.8586,0.6109,0.5343,0,0,5.221,4.9,0,Urban Traffic,0
SHP004900,1.4,4,4.626,5.239,3.585,0.584,0.4019,0.4521,0.0507,0.4825,0,9.92,0.6664,6,4,0,2,0.224,2.3871,-0.5204,0.4618,0,0,4.626,3.585,0,Urban Traffic,0
SHP004901,4.17,18,3.022,6.455,2.905,0.905,0.6865,0.6257,0.0322,0.7846,1,10.94,0.5135,9,5,1,2,1.385,3.4645,2.0803,0.1748,0,0,3.022,2.905,0,Hub Dwell Delay,0
SHP004902,1.84,2,2.952,3.457,2.083,0.802,0.2978,0.4167,0.0127,0.4671,0,5.34,0.5151,4,1,4,1,3.995,1.5731,-0.5915,1.2895,0,0,2.952,2.083,0,Hub Dwell Delay,0
SHP004903,1.29,3,4.24,4.606,4.057,0.589,0.4633,0.5121,0.0506,0.6085,2,4.43,0.7726,2,2,1,3,0.266,1.4498,1.5115,2.2036,0,0,4.24,4.057,0,Urban Traffic,0
SHP004904,3.15,6,6.9,10.359,6.412,1.075,0.4386,0.5348,0.0795,0.6689,1,11.61,0.5993,1,4,1,2,0.065,1.7052,0.797,0.3143,0,1,6.9,6.412,1,None,1
SHP004905,1.67,4,3.508,5.02,2.975,0.512,0.2962,0.4959,0.0359,0.5355,0,14.18,0.687,11,0,4,1,1.985,1.7915,0.7201,0.212,0,0,3.508,2.975,0,Urban Traffic,0
SHP004906,4.15,9,3.274,3.336,1.875,1.591,0.3809,0.5546,0.1061,0.7377,0,19.39,0.7668,4,5,3,1,1.083,1.2353,-0.2185,1.3862,1,1,3.274,1.875,0,Refrigeration Failure,0
SHP004907,0.61,4,3.314,3.438,3.275,1.022,0.4341,0.4951,0.0374,,0,14.31,0.7243,1,4,2,1,0.053,1.2808,0.1153,1.622,0,0,3.314,3.275,0,Hub Dwell Delay,0
SHP004908,14.46,12,6.498,8.393,3.825,2.257,0.4491,0.5774,0.1614,0.5781,0,10.13,0.7238,6,2,3,2,0.086,3.1118,-1.127,-0.2453,0,1,6.498,3.825,1,Urban Traffic,1
SHP004909,3.28,15,6.772,9.561,6.058,0.942,0.715,0.6923,0.1554,0.8236,0,4.48,0.3893,8,4,4,2,0.097,2.6105,-0.0145,-1.1338,0,1,6.772,6.058,1,Hub Dwell Delay,1
SHP004910,1.22,4,3.961,4.721,2.848,0.313,0.31,0.5027,0.0492,0.5483,1,10.38,0.6912,10,4,0,2,0.126,2.8642,1.3719,0.2882,0,0,3.961,2.848,0,Urban Traffic,0
SHP004911,2.88,29,4.631,5.708,4.131,1.556,0.322,0.6013,0.1211,0.6388,1,14.35,0.4163,9,4,0,1,0.253,2.4672,-0.6902,1.7513,0,1,4.631,4.131,0,Hub Dwell Delay,0
SHP004912,5.6,5,6.066,6.888,3.341,1.97,0.639,0.4034,0.07,0.5764,0,11.13,0.5965,11,3,2,2,0.241,1.515,-0.9112,-0.3368,0,0,6.066,3.341,1,Refrigeration Failure,1
SHP004913,11.25,13,5.078,9.871,4.525,3.308,0.393,0.3975,0.0871,0.8525,1,8.23,0.7399,1,4,1,2,2.765,3.1963,-1.9039,0.3039,0,1,5.078,4.525,1,Hub Dwell Delay,1
SHP004914,2.69,0,0.997,2.826,-0.555,0.763,0.4095,0.3693,0.0192,0.4535,1,10.31,0.8047,6,4,1,1,0.659,2.525,-1.3652,-0.3554,0,0,0.997,-0.555,0,Hub Dwell Delay,0
SHP004915,2.49,2,3.85,5.057,2.991,0.524,0.4049,0.4132,0.0861,0.4856,1,12.0,0.4732,4,1,5,2,0.465,2.6205,0.7533,2.6093,0,0,3.85,2.991,0,Urban Traffic,0
SHP004916,3.86,10,4.561,7.418,4.263,0.907,0.437,0.4802,0.0647,0.5875,0,14.87,0.6212,1,0,1,2,0.007,2.1269,-0.4129,1.6937,0,0,4.561,4.263,0,Hub Dwell Delay,0
SHP004917,3.85,18,4.702,5.38,3.334,2.638,0.3656,0.4813,0.0877,0.4956,0,15.66,0.944,4,3,1,3,1.353,1.6958,-0.022,0.4071,0,0,4.702,3.334,0,Hub Dwell Delay,0
SHP004918,3.13,7,4.172,5.121,3.141,1.001,0.2342,0.5325,0.0789,0.7893,2,12.62,0.4434,9,2,0,2,0.145,0.5357,-1.2306,-0.5505,0,0,4.172,3.141,0,Hub Dwell Delay,0
SHP004919,4.04,29,7.308,7.869,6.986,2.276,0.5696,0.5092,0.1393,0.6203,0,14.02,0.6816,10,0,2,1,0.039,2.1769,0.777,0.5771,0,0,7.308,6.986,1,Hub Dwell Delay,1
SHP004920,3.39,8,3.866,5.129,3.544,0.852,0.6167,0.599,0.0559,0.8969,2,7.47,0.9562,5,1,3,1,0.598,1.7589,-1.1851,-0.7263,0,0,3.866,3.544,0,Hub Dwell Delay,0
SHP004921,3.95,16,7.369,7.444,6.986,1.615,0.5099,0.5594,0.0691,0.9703,2,6.59,0.5733,9,0,5,1,2.046,0.9097,0.7569,-1.4386,1,0,7.369,6.986,1,Refrigeration Failure,1
SHP004922,4.4,16,3.63,6.087,3.184,1.703,0.569,0.5529,0.1193,0.7546,1,10.08,0.833,4,2,3,3,0.639,4.1262,0.3809,0.8044,0,0,3.63,3.184,0,Refrigeration Failure,0
SHP004923,1.9,1,3.851,4.938,3.537,0.572,0.3552,0.4718,0.0346,0.5324,0,7.93,0.7071,3,3,3,1,2.799,1.414,-0.06,0.1076,1,0,3.851,3.537,0,Refrigeration Failure,0
SHP004924,3.11,15,3.307,6.611,3.058,3.015,0.7528,0.5215,0.0515,0.7086,1,7.0,0.6264,7,4,4,3,0.631,1.8097,-2.5236,1.5276,1,1,3.307,3.058,0,Urban Traffic,0
SHP004925,7.82,16,6.73,11.914,6.19,2.682,0.5596,0.841,0.0902,0.9458,1,9.63,0.8655,2,1,5,2,0.726,2.9726,-0.9244,0.0698,0,1,6.73,6.19,1,Refrigeration Failure,1
SHP004926,1.58,3,3.208,4.276,3.123,0.839,0.277,0.4225,0.0354,,0,14.9,0.6591,7,1,2,1,0.051,2.2232,1.7391,-0.533,0,0,3.208,3.123,0,Hub Dwell Delay,0
SHP004927,2.16,8,2.256,2.835,1.387,1.032,0.6399,0.3708,0.0426,0.5122,0,16.19,0.8983,9,1,4,3,0.684,2.084,-0.5437,-0.5569,1,0,2.256,1.387,0,Hub Dwell Delay,0
SHP004928,3.08,8,5.818,6.454,5.586,1.15,0.1543,0.5255,0.044,,2,13.39,0.6578,5,3,1,1,0.18,1.112,0.7866,0.4092,1,0,5.818,5.586,0,None,0
SHP004929,4.06,10,2.574,4.659,1.227,1.14,0.3032,0.4983,0.0752,0.6609,2,8.23,0.5915,3,1,0,1,0.563,2.5776,-0.0389,-3.3242,0,0,2.574,1.227,0,Urban Traffic,0
SHP004930,4.43,12,7.236,8.27,6.478,1.761,0.5488,0.5578,0.1163,0.9373,2,9.21,0.5999,6,0,0,2,0.948,3.1295,0.6688,-0.6381,0,1,7.236,6.478,1,Refrigeration Failure,1
SHP004931,1.69,1,3.965,4.889,3.259,0.328,0.2492,0.5023,0.0144,0.5575,0,13.53,0.836,11,5,4,1,1.861,1.665,0.7592,-0.1362,0,0,3.965,3.259,0,Urban Traffic,0
SHP004932,2.51,3,3.033,3.392,2.256,0.997,0.3372,0.4373,0.0269,0.5291,1,11.61,0.8301,6,3,0,1,0.232,1.5713,-0.4193,-1.8654,1,0,3.033,2.256,0,Urban Traffic,0
SHP004933,1.14,4,3.245,3.266,3.116,0.743,0.4967,0.4541,0.0265,0.5777,2,9.75,0.6157,2,1,4,1,0.764,2.8709,-0.7528,1.5884,0,0,3.245,3.116,0,Urban Traffic,0
SHP004934,0.89,5,2.672,5.492,1.862,0.756,0.3835,0.3839,0.0102,0.5115,0,17.49,0.7721,1,1,3,2,0.01,0.8501,-0.9631,2.3289,1,0,2.672,1.862,0,Hub Dwell Delay,0
SHP004935,4.31,19,1.742,6.108,1.04,2.327,0.4466,0.5535,0.1351,0.7921,2,2.29,0.7101,3,2,1,3,3.3,2.2472,-0.1023,1.0475,0,1,1.742,1.04,0,Urban Traffic,0
SHP004936,2.75,2,2.612,4.408,2.257,0.852,0.4403,0.3906,0.0494,0.4571,1,8.76,1.0,2,0,5,2,0.119,1.6595,0.7329,2.2165,0,0,2.612,2.257,0,None,0
SHP004937,4.5,17,5.209,9.429,3.494,1.923,0.5465,0.6168,0.1493,0.6992,0,6.99,0.8843,8,2,1,3,0.415,0.9419,0.0499,-2.9382,1,0,5.209,3.494,0,Hub Dwell Delay,0
SHP004938,3.57,4,1.086,2.505,0.552,0.702,0.3552,0.3212,0.0397,0.3954,0,10.69,0.735,1,4,5,1,1.032,2.3826,-0.6177,0.9962,0,0,1.086,0.552,0,Urban Traffic,0
SHP004939,3.63,9,4.511,6.211,4.411,1.273,0.5877,0.5682,0.0409,0.633,0,14.9,0.6682,7,4,4,3,2.146,2.3712,0.636,-1.4657,0,0,4.511,4.411,0,Hub Dwell Delay,0
SHP004940,1.57,1,4.557,4.631,4.369,0.719,0.6234,0.3909,0.0583,0.4223,1,15.6,0.8145,11,3,4,2,0.843,2.4169,0.0207,1.0353,1,0,4.557,4.369,0,Urban Traffic,0
SHP004941,4.53,5,4.984,6.377,4.401,1.58,0.453,0.4748,0.0887,0.6698,1,5.5,0.7176,6,0,3,2,1.859,2.5898,-0.2736,2.3715,0,0,4.984,4.401,0,Hub Dwell Delay,0
SHP004942,1.45,4,3.965,4.327,3.61,0.629,0.4562,0.4868,0.0521,0.5359,0,14.53,1.0,7,4,1,3,0.109,3.3232,-1.67,1.9028,0,0,3.965,3.61,0,Urban Traffic,0
SHP004943,1.61,9,2.798,3.274,2.691,0.489,0.4354,0.5324,0.0666,0.6177,0,19.88,0.4727,3,1,1,2,0.344,1.7692,0.5413,1.82,0,0,2.798,2.691,0,Hub Dwell Delay,0
SHP004944,3.71,9,4.505,4.528,2.544,1.677,0.424,0.5449,0.1045,0.574,0,10.69,0.5438,3,3,3,1,1.846,1.7633,0.4921,0.2696,0,0,4.505,2.544,0,Refrigeration Failure,0
SHP004945,2.63,7,3.859,4.288,3.05,1.569,0.2703,0.439,0.0574,0.8452,0,8.52,0.6736,11,3,4,1,1.0,1.4109,-0.5641,-0.0309,0,0,3.859,3.05,0,Refrigeration Failure,0
SHP004946,6.62,7,3.602,5.347,3.182,1.61,0.6472,0.5371,0.0446,0.691,0,13.1,0.6698,10,3,3,1,0.898,2.69,-1.4537,-0.7604,0,0,3.602,3.182,0,Hub Dwell Delay,0
SHP004947,4.91,11,4.909,6.565,3.569,1.29,0.4527,0.5519,0.0548,0.6596,0,13.74,0.829,9,4,3,3,2.118,3.2056,-0.111,0.6034,0,0,4.909,3.569,0,Refrigeration Failure,0
SHP004948,1.4,3,3.658,4.354,3.617,0.805,0.3972,0.4532,0.0571,0.4746,0,12.11,0.8535,7,0,2,1,0.113,4.3251,0.5794,1.149,0,0,3.658,3.617,0,Urban Traffic,0
SHP004949,1.43,0,3.692,4.586,3.383,0.725,0.25,0.5229,0.0063,0.595,0,12.61,1.0,5,2,3,2,0.507,2.2799,-0.4753,-1.3346,1,0,3.692,3.383,0,None,0
SHP004950,7.92,19,6.491,9.338,5.267,2.073,0.5092,0.575,0.0989,0.6181,1,13.9,0.869,8,4,3,1,2.336,0.6805,-2.6072,1.2122,0,0,6.491,5.267,1,None,1
SHP004951,2.67,4,4.649,5.218,3.482,1.112,0.5572,0.5901,0.0718,0.6575,1,17.08,0.6765,5,3,2,3,1.385,3.405,0.1303,0.2942,0,0,4.649,3.482,0,Urban Traffic,0
SHP004952,1.6,5,3.684,4.699,2.446,0.896,0.7579,0.3206,0.0327,0.3998,1,4.93,0.45,9,0,0,1,0.155,2.4538,0.4103,1.0403,0,0,3.684,2.446,0,Refrigeration Failure,0
SHP004953,10.39,9,2.904,3.091,0.624,1.547,0.3732,0.8161,0.119,0.8873,0,7.14,0.7567,8,3,0,2,0.035,0.8443,-0.1337,-1.6038,0,1,2.904,0.624,1,None,1
SHP004954,2.88,10,2.119,3.126,0.448,1.163,0.3684,0.4007,0.0549,0.4529,0,4.79,0.6794,2,1,1,2,0.011,0.9636,-2.0043,-1.2095,0,0,2.119,0.448,0,None,0
SHP004955,1.51,3,3.724,4.496,3.533,0.781,0.462,0.553,0.0116,0.7699,0,16.65,0.7155,0,5,4,1,1.978,1.8073,-0.5585,0.7537,0,0,3.724,3.533,0,Urban Traffic,0
SHP004956,1.21,3,3.585,4.585,3.419,0.775,0.4942,0.5224,0.0204,0.5817,2,11.51,0.6511,3,5,3,1,0.134,0.8652,-0.5176,-0.1632,0,0,3.585,3.419,0,Refrigeration Failure,0
SHP004957,6.56,20,4.299,4.848,3.743,3.863,0.4271,0.5325,0.0678,0.6817,2,8.49,0.4927,6,5,1,2,0.738,2.5725,-2.3451,-0.4031,0,1,4.299,3.743,0,Refrigeration Failure,0
SHP004958,2.43,4,1.608,1.813,1.1,1.345,0.7307,0.4736,0.051,0.478,0,17.66,0.8146,4,5,2,3,0.534,2.3599,-1.9676,-0.8055,0,0,1.608,1.1,0,Urban Traffic,0
SHP004959,1.79,4,3.922,7.13,3.29,0.842,0.4235,0.428,0.0497,0.6046,1,6.6,0.4353,1,1,3,3,0.095,2.5528,1.2771,-0.0554,0,0,3.922,3.29,0,Urban Traffic,0
SHP004960,2.47,7,1.52,4.437,1.519,0.578,0.4659,0.4624,0.0403,,2,13.1,0.7378,2,4,0,2,2.049,0.3204,1.1651,0.9993,0,0,1.52,1.519,0,Urban Traffic,0
SHP004961,1.5,1,3.759,3.823,3.67,0.471,0.4505,0.5167,0.0613,0.5856,2,9.31,0.8681,7,0,3,1,1.058,1.8328,0.3559,0.1709,0,0,3.759,3.67,0,Urban Traffic,0
SHP004962,2.42,8,0.676,4.56,0.083,0.595,0.4992,0.414,0.0396,0.4383,0,12.9,0.4051,3,2,4,1,0.157,2.6136,-2.1565,0.9204,0,0,0.676,0.083,0,Hub Dwell Delay,0
SHP004963,8.41,9,9.009,11.605,6.037,2.057,0.6206,0.4882,0.1558,0.595,1,8.08,0.6631,9,0,0,2,2.957,1.3758,-0.2956,-0.8785,1,1,9.009,6.037,1,Refrigeration Failure,1
SHP004964,1.27,3,4.845,5.622,4.674,0.493,0.1279,0.478,0.041,0.552,2,13.21,0.8175,0,4,0,2,0.095,1.9073,0.0234,1.3395,0,0,4.845,4.674,0,Urban Traffic,0
SHP004965,5.55,8,5.434,6.315,5.1,0.729,0.2856,0.4668,0.0433,0.5757,0,13.5,0.7192,6,3,5,1,0.874,0.7816,0.2913,-0.644,0,0,5.434,5.1,0,Refrigeration Failure,0
SHP004966,6.28,14,3.638,7.253,3.525,1.057,0.4418,0.5976,0.0726,0.9267,0,6.88,0.5704,4,0,1,3,0.36,1.2672,-0.9338,-2.1229,1,1,3.638,3.525,0,None,0
SHP004967,3.23,9,5.228,8.864,4.921,0.665,0.3571,0.5702,0.1183,0.6873,0,12.55,0.8943,9,2,4,3,1.764,4.1151,-0.8367,1.4054,0,0,5.228,4.921,0,Hub Dwell Delay,0
SHP004968,11.06,13,6.136,7.945,3.752,3.492,0.273,0.7373,0.1616,0.8512,2,10.59,0.6624,4,0,1,2,0.794,1.2479,0.9039,-0.7123,0,1,6.136,3.752,1,Hub Dwell Delay,1
SHP004969,1.85,1,4.798,5.965,4.137,0.704,0.1916,0.439,0.0429,,0,13.25,0.9505,0,1,1,1,0.408,0.6651,-1.3666,1.4337,0,0,4.798,4.137,0,Refrigeration Failure,0
SHP004970,11.78,8,7.397,11.325,5.28,2.948,0.6861,0.472,0.0642,0.8356,0,15.24,0.452,5,5,0,2,0.291,3.2377,-0.8056,-0.3581,1,1,7.397,5.28,1,Hub Dwell Delay,1
SHP004971,1.46,4,3.951,4.124,3.527,0.395,0.4978,0.4699,0.0358,0.4709,2,19.11,0.73,3,4,5,1,0.514,1.4157,1.0366,0.8298,1,0,3.951,3.527,0,Hub Dwell Delay,0
SHP004972,10.94,9,5.808,8.813,3.799,3.104,0.4822,0.646,0.1038,0.6518,1,9.49,0.6794,7,3,2,1,0.034,2.6958,-0.8843,-1.5959,1,1,5.808,3.799,1,Urban Traffic,1
SHP004973,3.3,6,3.81,4.092,3.018,1.499,0.3916,0.5627,0.1088,0.6782,2,11.96,0.8726,2,4,5,2,1.151,2.5766,-0.845,-0.4819,0,1,3.81,3.018,0,Refrigeration Failure,0
SHP004974,8.21,12,7.621,8.405,6.7,1.69,0.6717,0.4937,0.1143,0.5894,0,7.62,0.7812,10,1,2,1,0.39,2.7873,-1.0677,0.878,0,0,7.621,6.7,1,Urban Traffic,1
SHP004975,10.91,10,3.297,5.668,3.241,2.209,0.7595,0.5697,0.0704,0.6751,0,8.26,0.8755,0,1,4,2,0.328,3.0754,1.6427,0.4592,0,1,3.297,3.241,1,Refrigeration Failure,1
SHP004976,11.91,7,5.424,7.705,1.113,2.173,0.5892,0.6592,0.0939,0.7341,2,14.03,0.6466,4,2,4,1,2.902,1.9747,-0.8591,-0.0667,0,0,5.424,1.113,1,Hub Dwell Delay,1
SHP004977,12.65,10,8.045,12.155,3.902,3.627,0.3328,0.6677,0.0836,0.7027,1,14.03,0.862,7,2,4,3,0.707,2.751,0.0359,-0.7144,1,1,8.045,3.902,1,Urban Traffic,1
SHP004978,4.05,8,3.81,4.976,3.518,1.369,0.3132,0.4129,0.0157,0.5011,1,16.24,0.949,9,4,5,1,0.907,0.1387,0.3975,1.8649,1,0,3.81,3.518,0,Urban Traffic,0
SHP004979,5.84,19,3.695,11.332,1.482,1.943,0.6207,0.6782,0.1166,0.9335,0,12.42,0.4531,6,4,4,3,2.093,3.1117,-1.0076,0.5966,0,0,3.695,1.482,0,Hub Dwell Delay,0
SHP004980,1.18,3,3.941,4.884,3.155,0.54,0.3186,0.5208,0.0212,0.6653,0,22.07,0.7905,8,0,3,1,1.51,2.9307,0.9925,-0.8387,0,0,3.941,3.155,0,None,0
SHP004981,5.31,10,3.59,4.521,2.375,1.34,0.2602,0.4243,0.026,0.6543,0,11.51,0.7097,1,1,3,1,1.471,1.8923,-1.9263,0.6965,0,0,3.59,2.375,0,Hub Dwell Delay,0
SHP004982,8.19,9,4.841,9.326,4.23,1.295,0.6552,0.5608,0.0451,0.6564,0,7.79,0.3651,7,2,4,2,0.152,3.0147,0.746,-0.5575,0,0,4.841,4.23,1,Urban Traffic,1
SHP004983,5.19,20,3.239,5.14,1.342,3.127,0.5175,0.6537,0.0754,,0,9.32,0.6532,9,3,3,1,0.462,1.8958,1.1576,0.217,1,1,3.239,1.342,0,Urban Traffic,0
SHP004984,2.59,5,2.37,4.788,1.757,1.363,0.4397,0.3687,0.0552,0.4637,0,15.89,0.8873,8,0,3,1,0.623,1.9571,-0.6088,2.2668,0,0,2.37,1.757,0,Urban Traffic,0
SHP004985,8.3,18,4.088,6.832,3.985,2.555,0.558,0.5158,0.0318,0.927,1,16.22,0.8192,4,3,4,2,0.493,1.5568,0.9241,0.6032,0,1,4.088,3.985,1,None,1
SHP004986,4.29,4,4.302,7.872,2.888,0.849,0.336,0.5227,0.0722,0.652,2,7.82,0.8318,0,5,4,2,0.178,3.0207,0.1721,0.4701,0,0,4.302,2.888,0,Hub Dwell Delay,0
SHP004987,3.15,9,4.783,6.822,4.744,1.609,0.6181,0.3884,0.0318,0.4647,2,13.97,0.5799,8,5,4,1,0.124,3.2305,-0.1074,-0.3105,0,0,4.783,4.744,0,None,0
SHP004988,1.22,3,4.438,4.602,4.165,0.473,0.3348,0.5567,0.0162,0.6771,2,13.57,0.6525,0,5,0,1,0.312,1.8315,-0.5971,-1.5836,0,0,4.438,4.165,0,None,0
SHP004989,2.1,6,2.083,2.631,1.707,0.868,0.5129,0.4164,0.0485,0.425,1,14.15,0.7404,11,4,3,1,0.014,0.969,-1.1073,-0.6947,1,0,2.083,1.707,0,None,0
SHP004990,1.62,5,4.464,4.634,4.321,0.739,0.4407,0.5065,0.0158,0.5464,0,11.48,0.7878,3,5,3,3,2.521,0.4248,-1.5775,-1.0847,0,0,4.464,4.321,0,Urban Traffic,0
SHP004991,1.06,2,3.434,3.825,3.371,0.694,0.4721,0.4998,0.0187,0.5185,0,11.56,0.6691,11,1,1,3,0.137,1.024,0.3721,-0.9423,0,0,3.434,3.371,0,None,0
SHP004992,1.91,1,3.259,3.276,3.035,0.53,0.2029,0.4693,0.0229,0.513,0,9.7,0.7168,11,5,4,1,1.896,0.4824,-0.5979,0.0928,0,0,3.259,3.035,0,Hub Dwell Delay,0
SHP004993,3.17,13,5.879,7.76,5.321,1.37,0.3813,0.4748,0.1146,0.7728,0,21.96,0.5816,2,4,1,1,1.001,1.9048,-0.4049,-0.2755,0,1,5.879,5.321,0,Urban Traffic,0
SHP004994,4.57,10,6.105,6.286,4.82,0.986,0.5695,0.5547,0.1164,0.6152,1,10.66,0.6676,8,3,4,2,1.523,3.0796,-1.1948,0.4305,1,0,6.105,4.82,1,Hub Dwell Delay,1
SHP004995,0.86,2,3.522,4.361,3.266,0.644,0.1937,0.4732,0.0403,0.4843,1,12.04,0.5488,9,4,4,3,0.256,1.6857,0.1108,-0.0001,0,0,3.522,3.266,0,Refrigeration Failure,0
SHP004996,1.48,6,2.202,3.449,1.853,1.045,0.3973,0.4447,0.0485,0.6196,0,12.0,0.7324,4,2,2,1,0.374,0.3984,-1.2993,0.3806,0,0,2.202,1.853,0,Refrigeration Failure,0
SHP004997,1.53,2,4.003,4.706,3.763,0.47,0.3028,0.4977,0.029,0.5987,0,7.97,0.7858,0,5,1,3,0.002,2.4209,-0.011,1.358,0,0,4.003,3.763,0,None,0
SHP004998,3.22,8,4.665,6.995,4.039,0.786,0.3564,0.5317,0.1352,0.7636,1,8.55,0.5697,10,2,1,1,2.374,1.7614,0.9877,-0.405,0,1,4.665,4.039,0,Refrigeration Failure,0
SHP004999,11.16,12,2.634,3.551,2.317,2.863,0.5398,0.6146,0.0594,0.8374,0,16.83,0.7308,0,0,5,2,0.382,4.169,0.8697,-0.5837,0,1,2.634,2.317,1,Urban Traffic,1
SHP005000,1.4,1,4.963,5.458,4.383,0.5,0.4738,0.4765,0.0366,0.4959,2,6.11,0.7474,11,5,4,3,0.074,0.4922,0.7094,-0.5643,0,0,4.963,4.383,0,Hub Dwell Delay,0
